1,a,0,0
1,b,1.1,1.1
1,c,1,2.1
1,d,0.8,2.9
1,e,0.9,3.8
1,f,0.8,4.6
1,g,0.6,5.2
1,h,0.7,5.9
1,i,0.9,6.8
1,j(j),1,7.8
