1,서울역,0,0
1,시청,1.1,1.1
1,종각,1,2.1
1,종로3가,0.8,2.9
1,종로5가,0.9,3.8
1,동대문,0.8,4.6
1,동묘앞,0.6,5.2
1,신설동,0.7,5.9
1,제기동,0.9,6.8
1,(이가 은),5.5,12.3
